sample ID,depth cm,age cal yrs BP,volume cc,total spike,counted spike,total pollen count,Pandanus echinate,Casuarinaceae,Lith Cast,Poaceae,Phyllocladus,Psilate monolete,Trilete others,Monolete others,Dacrydium,Urt Mor,Celtis Aphananthe,Cyperaceae,Mac Mall,Macaranga,Trema/ Parasponia,Polypodiaceae Davalliaceae type,Engelhardia rigida/serrata,Stemonurus celebicus,Arecaceae other,Unk LL8,Gironniera subaequalis,Acalypha,Podocarpus,Calamus,Weinmannia Caldcluvia prol,Agathis,Weinmannia Caldcluvia squat,Myrtaceae g17,Tetrameles,Myrtaceae -  Syzygium type,Garciniap164ii,Sapotaceae subprolate,Cyathea type,Vatica rassak flavovirens small,Vatica rassak flavovirens big,Saurauia,Elaeocarpus,Chionanthus cf,Erythrospermum/Casearia cf  LL23 LL15,Dipterocarpaceae g25,Santiria,Macadamia erect hildebrandii,Selaginella,type p219 p212,Dipterocarpaceae l22,Rapanea,type 93,Brassicaceae grouped,Nauclea Wendlandia types,Ficus,Pterospermum cf,Dacrycarpus,Comb Mel group,Calophyllum,Ilex,Canarium,Mallotus LL22,Gnetum gnemon,Gynostemma,Pteris Trilete A177 s58 s46,Elaeagnes triflora,type LL27 Sterculiaceae,Oncosperma,type LL19,Ulmus lanceifolia,Pandanus psilate,Hydrocotyle,Stenochlaena,Sapotaceae others,Lycopodium s57,Restionaceae,Adenanthera,Rutaceae type 2 LL21,Zizyphus Nephelium type,Sauropus,Dillenia,Rutaceae type 1,type LL2,c3p0 ret prol,Baccaurea,Haloragaceae other,Trichospermum cf,Ericaceae reticulate,Rotala cf,Myriophyllum,Haloragis micrantha,Solanaceae,Rhizophoraceae 160iii,Nothofagus,p401ii,Asteraceae tub.,Antidesma,Sapium Rutaceae,Begonia,Rhizophoraceae p161,Sterculia foetida,Helicteres,Meliacae,Madhuca type,Cupaniopsis,Ericaceae psilate,Strychnos,Loranthaceae,type LL4 p535,type p377,type LL18,type LL25,Utricularia,Eriocaulon,Drosera,Liliaceae,Mallotus p369,Dipterocarpus verrucosus,Acacia Albizia,Prunus javanica cf,Randia cf,Lophopetalum javanica torricellense,Crypteronia / Astronia,type 69,type LL5,type LL10,type LL11,type LL24,Lamiaceae sf p72,Caryophyllaceae,Plantago,Burmannia cf,Quercus,Blumeodendron endocarpum tokbrai,Hopea gregaria,Shorea teysmanniana,Mimosa,Ardisia type,Verbenaceae p403,Rhus type,Diospyros,Duabanga moluccana,Drimys,Schisandraceaa Kadsura,type p179,p507,type LL1,type LL3,unknown type p396ii,type p305ii,type LL20 C2P2,type P115ii,type LL30,Gonocaryum,l8um c3p3 ret
164,164.5,6483.4,0.40768,23840,182,100,7.14286,3.7415,8.16327,2.38095,14.6259,3.7415,3.40136,3.7415,4.7619,1.70068,1.70068,0,0.340136,1.02041,0.340136,0.680272,3.40136,4.42177,0.680272,1.36054,1.36054,0.340136,0,2.04082,1.02041,2.04082,1.36054,2.04082,0.340136,0.340136,1.02041,0.340136,0.680272,1.02041,1.70068,0.680272,0.680272,1.02041,1.36054,0,0.680272,0.680272,0.340136,0.680272,0.680272,0.340136,0,0.340136,0,0,0.340136,0,0,0.340136,0.680272,0.680272,1.70068,0,0,0.340136,0,0.680272,0,1.02041,0,0.340136,0.340136,0,0.340136,0,0.340136,0,0.340136,0,0.340136,0,0,0,0,0,0,0,0.340136,0,0,0,0,0,0,0,0,0.340136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136,0,0,0,0,0,0,0.340136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136,0,0,0,0,0,0,0,0,0,0,0,0
200,200.5,7545.3,0.407604,23840,296,100,5.29595,3.73832,12.1495,2.49221,19.6262,8.09969,3.11526,3.42679,4.04984,2.18069,0.623053,0.623053,0.934579,0.934579,0.934579,2.18069,2.18069,2.49221,1.24611,1.86916,1.24611,1.24611,0.934579,2.49221,0.623053,1.24611,0.311526,0.623053,0,0,0,0,0.623053,0.623053,0,0,0,1.55763,0,0.623053,0.311526,0.623053,0.311526,0.311526,0.934579,0.934579,0.311526,0,0,0,0,0,0.623053,0,0.311526,0,0,0,0,0,0,0,0,0.311526,0,0,0,0,0,0,0,0,0.623053,0.311526,0.311526,0,0.311526,0,0,0.934579,0,0,0,0.311526,0.311526,0.311526,0.311526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311526,0,0,0,0,0,0,0,0,0.311526,0,0,0,0,0,0,0,0,0,0.311526,0,0,0
216,216.5,8035.6,0.3953655,0,0,100,8.21256,2.41546,14.0097,1.93237,11.5942,5.31401,1.93237,5.31401,0.483092,1.44928,2.89855,0.483092,1.44928,3.38164,1.93237,2.41546,0.966184,2.89855,3.38164,3.86473,0,0.483092,0,2.89855,5.7971,0.966184,0,2.89855,0.966184,0.966184,0,0.483092,0.483092,0,0,0.483092,0.483092,0.483092,0,0,0,0.483092,0.966184,0,0,0,0.483092,0,0,0,0,0,0,0,0.483092,0,0,0,0,0.483092,0,0,0,0,0,0,0,0,0.483092,0,0.483092,0.966184,0,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232.5,8497,0.383127,23840,120,100,19.7368,1.31579,15.7895,1.75439,0.877193,3.94737,1.75439,1.75439,3.94737,2.63158,3.07018,0.438596,3.50877,3.07018,3.94737,0.438596,0.438596,6.14035,1.31579,2.63158,0.877193,1.31579,0,0.438596,0,0,0,3.50877,1.31579,0.438596,0.438596,0.438596,0.438596,1.31579,0,1.31579,0.438596,0.438596,0,0,0,0,0,0.438596,0.438596,0,0.438596,0,0,0.438596,1.31579,0,0.438596,0,0,0,0,0.877193,0,0,0,0,0.438596,0,0.438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438596,0,0.438596,0,0,0.438596,0.438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438596,0,0,0.438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438596,0,0,0,0,0,0,0,0,0,0,0.438596,0,0,0,0
264,264.5,9614.8,0.572329,23840,109,100,17.7994,4.20712,6.79612,3.8835,1.61812,4.85437,12.6214,4.20712,7.44337,4.85437,1.61812,2.26537,0.970874,1.61812,1.2945,0.323625,0.647249,2.91262,1.94175,0.323625,2.589,0.970874,0.323625,0,2.589,0,0.970874,0.647249,0.323625,0.323625,0,0,0,0,0,1.61812,0.647249,0,0,0.323625,0,0,0,0,0,0,0.323625,0,0,0.323625,0.970874,0,1.2945,0.323625,0,0,0,0,0,0.323625,0,0,0,0,0,0,0,0,0,0,0,0.647249,0,0,0,0.323625,0,0,0.323625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323625,0.323625,0,0,0,0,0,0,0,0.323625,0,0,0,0.323625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300.5,10934.7,0.476679,23840,187,100,12.2995,4.27807,9.62567,4.0107,2.6738,6.68449,6.68449,6.68449,5.88235,0.26738,1.06952,1.06952,1.87166,2.13904,0.534759,1.87166,2.6738,3.47594,0.534759,3.20856,0.534759,0.26738,0.26738,2.40642,1.3369,0,0,1.06952,0,0.26738,0.534759,0.802139,0.534759,2.13904,1.3369,0.26738,0,0,0.802139,0.534759,0,0.534759,0.534759,0.26738,0.26738,0.26738,0.802139,0,1.60428,0,0.534759,0.26738,0,0.26738,0,0.26738,0,0.26738,0.26738,0.802139,0,0,0,0,0,0,0,0,0,0,0.26738,0,0,0,0.26738,0,0,0,0,0.26738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534759,0,0,0.26738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26738,0,0.26738,0,0,0,0.26738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,316.5,11519.3,0.483816,23840,130,100,18.8841,8.15451,7.72532,6.43777,1.28755,3.43348,4.72103,5.5794,2.57511,4.72103,4.29185,2.57511,1.71674,1.28755,1.28755,2.14592,0.429185,0,0.429185,0,0,0.858369,1.28755,0,1.28755,1.28755,0,1.71674,2.14592,2.14592,0,0.429185,0.429185,0.429185,0,0.858369,1.28755,0.429185,0,0.429185,0.858369,0,0.429185,0,0.429185,0,0,0,0,0,0,0.429185,0,0,0,0,0,0,0,0,0,0,1.71674,0,0.429185,0,0.429185,0,0.429185,0,0,0,0,0.429185,0,0,0,0,0.429185,0,0,0,0,0.429185,0,0,0,0,0,0,0,0,0,0,0,0,0.429185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332.5,11734.2,0.549331,23840,89,100,21.3675,8.54701,5.12821,8.11966,0,4.70085,7.26496,4.70085,5.12821,2.99145,1.7094,2.13675,1.28205,0.42735,2.13675,0.42735,0.42735,0,0.854701,0.854701,4.2735,1.28205,0.854701,0.42735,0.854701,2.13675,0.854701,0.42735,0,0.854701,0.42735,0,0.42735,0.42735,0,1.28205,0,0.42735,0,0.42735,0.42735,0,0,0,0,0,0,0.854701,0,0,0.42735,0.42735,0,0,0.42735,0,0,0.854701,0,0.42735,0,0,0,0,0,0,0,0,0.42735,0,0,0,0,0,0.42735,0,0.42735,0,0,0,0,0,0.42735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42735,0,0,0,0,0
364,364.5,12684.7,0.570322,23840,160,100,18.6842,9.21053,4.73684,9.73684,1.05263,5,5.52632,2.36842,7.10526,3.42105,3.15789,2.63158,1.05263,1.84211,3.68421,0,0.263158,0,1.57895,0.526316,0.789474,1.57895,1.05263,0,0.263158,0,2.36842,0.789474,0.789474,0.263158,0,0.789474,0.789474,0.263158,0.263158,0.263158,0.526316,0,0.526316,0,0.526316,0.263158,0.526316,0,0.263158,0.263158,0,0,0,0.263158,0,0,0.526316,0,0.789474,0.263158,0,0.789474,0,0.263158,0,0,0,0,0.263158,0.263158,0,0,0,0,0,0,0,0,0,0.263158,0,0,0,0.263158,0.263158,0.263158,0,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263158,0,0,0,0,0.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380.5,12985.2,0.622237,23840,131,100,12.2581,9.35484,4.83871,11.9355,0.322581,3.22581,4.83871,4.51613,4.19355,6.12903,2.58065,2.25806,1.6129,1.93548,2.58065,1.6129,0,0,2.58065,0.645161,0,1.6129,0.322581,0,1.6129,2.25806,0.322581,0.322581,1.29032,0.322581,0,0.645161,1.29032,0.322581,0,0.967742,0.322581,0.322581,0.322581,0,0,0.322581,0.322581,0,0,0,0.322581,0.967742,0.322581,0.645161,0.322581,0.322581,0.322581,0.322581,0,0,0,0,0.322581,0,0,0,0.645161,0,0.645161,0,0.322581,0,0,0.645161,0.322581,0,0,0.322581,0,0,0,0,0.645161,0,0,0.967742,0,0,0,0,0,0,0.322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322581,0,0,0,0,0,0,0,0,0,0.322581,0,0,0.322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400.5,13362.9,0.660456,23840,74,100,20.5357,9.375,7.58929,5.35714,0,3.125,4.01786,4.91071,5.80357,2.23214,4.91071,5.80357,0.892857,0.446429,1.33929,0.446429,0,0,3.57143,1.33929,0,1.33929,0.892857,0.446429,0.446429,2.23214,0,0,0,0.446429,0,0,0.446429,0.892857,0,0.446429,0,0.446429,0,0.446429,0.446429,0,0,0,0.446429,0,0,0.446429,0,0.446429,2.23214,0,0.446429,0.446429,0.446429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446429,0,0,0,0.446429,0,0,0,0,0,0,1.33929,0,0,0,0,0,0,0,0,0,0.446429,0,0,0,0.446429,0,0,0.446429,0,0.446429,0,0,0,0,0,0,0,0,0,0,0.446429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
